country,date,decklist,event,format,hero,result,deck_link,event_type,deck_id
Finland,27 Jun 2026,Jirka Ilomäki – Jarl Vetreiði – National Championship 2026 – Finland,National Championship 2026 - Finland,Classic Constructed,Jarl Vetreiði,1st,https://fabtcg.com/decklists/jirka-ilomaki-jarl-vetreii-national-championship-2026-finland/ ,national,7380a5ae05605212cbbeddad33a9f142_JI–JV–NC2–Finland1st
France,27 Jun 2026,"Gilles Molina – Prism, Awakener of Sol – National Championship 2026 – France",National Championship 2026 - France,Classic Constructed,"Prism, Awakener of Sol",1st,https://fabtcg.com/decklists/gilles-molina-prism-awakener-of-sol-national-championship-2026-france/ ,national,3cae096bf9f7acc6630e6de90a725bc6_GM–PAoS–NC2–France1st
Hong Kong,27 Jun 2026,"Colin Li – Gravy Bones, Shipwrecked Looter – National Championship 2026 – Hong Kong S. A. R.",National Championship 2026 - Hong Kong S. A. R.,Classic Constructed,"Gravy Bones, Shipwrecked Looter",1st,https://fabtcg.com/decklists/colin-li-gravy-bones-shipwrecked-looter-national-championship-2026-hong-kong-s-a-r/ ,national,b2eab1d8392e2c1e427a303ff250ceae_CL–GBSL–NC2–HKSAR.1st
Iceland,27 Jun 2026,"Birgir Hrafn Buason – Prism, Awakener of Sol – National Championship 2026 – Iceland",National Championship 2026 - Iceland,Classic Constructed,"Prism, Awakener of Sol",1st,https://fabtcg.com/decklists/birgir-hrafn-buason-prism-awakener-of-sol-national-championship-2026-iceland/ ,national,73b5073cec2e1253a42060e11b470e7a_BHB–PAoS–NC2–Iceland1st
Netherlands,27 Jun 2026,"Laurens Van der Beek – Oscilio, Constella Intelligence – National Championship 2026 – Netherlands",National Championship 2026 - Netherlands,Classic Constructed,"Oscilio, Constella Intelligence",1st,https://fabtcg.com/decklists/laurens-van-der-beek-oscilio-constella-intelligence-national-championship-2026-netherlands/ ,national,27267059e19a9b0c2d497f8f181a1d4e_LVdB–OCI–NC2–Netherlands1st
Slovakia,27 Jun 2026,"James Vincent Wong – Vynnset, Iron Maiden – National Championship 2026 – Slovakia",National Championship 2026 - Slovakia,Classic Constructed,"Vynnset, Iron Maiden",1st,https://fabtcg.com/decklists/james-vincent-wong-vynnset-iron-maiden-national-championship-2026-slovakia/ ,national,804a2b7dca08fcd4d7fe9eff3c5ce4b1_JVW–VIM–NC2–Slovakia1st
South Korea,27 Jun 2026,Hojin Choi – Jarl Vetreiði – National Championship 2026 – South Korea,National Championship 2026 - South Korea,Classic Constructed,Jarl Vetreiði,1st,https://fabtcg.com/decklists/hojin-choi-jarl-vetreii-national-championship-2026-south-korea/ ,national,eadef01e127988c1412a7d157aec568b_HC–JV–NC2–SKorea1st
New Zealand,21 Jun 2026,Amos Norris – Prism – World Championship Qualifier 2026 – New Zealand,World Championship Qualifier 2026 - New Zealand,Silver Age,Prism,1st,https://fabtcg.com/decklists/amos-norris-prism-wcq-card-merchant-wellington/ ,world championships,0da50180a62ab09765112af607ef910c_AN–P–WCQ2–NZealand1st
Bulgaria,20 Jun 2026,"Bozhidar Kyorov – Ira, Scarlet Revenger – National Championship 2026 – Bulgaria",National Championship 2026 - Bulgaria,Classic Constructed,"Ira, Scarlet Revenger",1st,https://fabtcg.com/decklists/bozhidar-kyorov-ira-scarlet-revenger-national-championship-2026-bulgaria/ ,national,c8e0228715a0fa9d544677be4b18dc20_BK–ISR–NC2–Bulgaria1st
Japan,20 Jun 2026,"TSUNAKI SAWAI – Oscilio, Constella Intelligence – National Championship 2026 – Japan",National Championship 2026 - Japan,Classic Constructed,"Oscilio, Constella Intelligence",1st,https://fabtcg.com/decklists/tsunaki-sawai-oscilio-constella-intelligence-national-championship-2026-japan/ ,national,4b6c4e6e7e40e2925ac708bd415191f1_TS–OCI–NC2–Japan1st
Lithuania,20 Jun 2026,"Tomas Liutvinas – Teklovossen, Esteemed Magnate – National Championship 2026 – Lithuania",National Championship 2026 - Lithuania,Classic Constructed,"Teklovossen, Esteemed Magnate",1st,https://fabtcg.com/decklists/tomas-liutvinas-teklovossen-esteemed-magnate-national-championship-2026-lithuania/ ,national,b7d3967aef8bce1e51d22a4da0eb8aab_TL–TEM–NC2–Lithuania1st
New Zealand,20 Jun 2026,"Dennis Zhang – Victor Goldmane, High and Mighty – National Championship 2026 – New Zealand",National Championship 2026 - New Zealand,Classic Constructed,"Victor Goldmane, High and Mighty",1st,https://fabtcg.com/decklists/dennis-zhang-victor-goldmane-high-and-mighty-national-championship-2026-new-zealand/ ,national,0bc49763a811c012c6e54821f7fcd1fb_DZ–VGHaM–NC2–NZealand1st
Romania,20 Jun 2026,"Andrei Sebastian Suciu – Oscilio, Constella Intelligence – National Championship 2026 – Romania",National Championship 2026 - Romania,Classic Constructed,"Oscilio, Constella Intelligence",1st,https://fabtcg.com/decklists/andrei-sebastian-suciu-oscilio-constella-intelligence-national-championship-2026-romania/ ,national,d29ffda234110ad3ff1874d84537c5ab_ASS–OCI–NC2–Romania1st
Singapore,20 Jun 2026,"Theodore Tan – Cindra, Dracai of Retribution – National Championship 2026 – Singapore",National Championship 2026 - Singapore,Classic Constructed,"Cindra, Dracai of Retribution",1st,https://fabtcg.com/decklists/theodore-tan-cindra-dracai-of-retribution-national-championship-2026-singapore/ ,national,7588f875ca0b0f54d0bd0877a11377ac_TT–CDoR–NC2–Singapore1st
Slovenia,20 Jun 2026,Samo Planinc – Dash I/O – National Championship 2026 – Slovenia,National Championship 2026 - Slovenia,Classic Constructed,Dash I/O,1st,https://fabtcg.com/decklists/samo-planinc-dash-io-national-championship-2026-slovenia/ ,national,84fca38e637f96efd26bcf9d595f769d_SP–DI–NC2–Slovenia1st
Vietnam,20 Jun 2026,"Hoàng Đặng Minh – Victor Goldmane, High and Mighty – National Championship 2026 – Vietnam",National Championship 2026 - Vietnam,Classic Constructed,"Victor Goldmane, High and Mighty",1st,https://fabtcg.com/decklists/hoang-ang-minh-victor-goldmane-high-and-mighty-national-championship-2026-vietnam/ ,national,d4807fab16a11154dec95f825905816c_HĐM–VGHaM–NC2–Vietnam1st
United States of America,14 Jun 2026,"Zachary Suchomel – Bravo, Flattering Showman – Sunday Showdown: Minneapolis 2026",Sunday Showdown: Minneapolis 2026,Silver Age,"Bravo, Flattering Showman",1st,https://fabtcg.com/decklists/zachary-suchomel-bravo-flattering-showman-sunday-showdown-minneapolis/ ,sunday showdown,b1c2e384fb6e562f8f08eb60c3d37767_ZS–BFS–SSM20261st
United States of America,14 Jun 2026,Brodie Spurlock – Oldhim – Sunday Showdown: Minneapolis 2026,Sunday Showdown: Minneapolis 2026,Silver Age,Oldhim,2nd,https://fabtcg.com/decklists/brodie-spurlock-oldhim-sunday-showdown-minneapolis/ ,sunday showdown,13f77eb69fb124c68f7a0f4b5259009b_BS–O–SSM20262nd
United States of America,14 Jun 2026,Gui Cohen – Iyslander – Sunday Showdown: Minneapolis 2026,Sunday Showdown: Minneapolis 2026,Silver Age,Iyslander,3rd,https://fabtcg.com/decklists/gui-cohen-iyslander-sunday-showdown-minneapolis/ ,sunday showdown,c01524bc1ccf66048c16c10c41ffb62a_GC–I–SSM20263rd
United States of America,14 Jun 2026,Luke Manship – Dromai – Sunday Showdown: Minneapolis 2026,Sunday Showdown: Minneapolis 2026,Silver Age,Dromai,3rd,https://fabtcg.com/decklists/luke-manship-dromai-sunday-showdown-minneapolis/ ,sunday showdown,059d745001bb6a598ebfc6c4d2511f2e_LM–D–SSM20263rd
United States of America,14 Jun 2026,Josef Mendez – Enigma – Sunday Showdown: Minneapolis 2026,Sunday Showdown: Minneapolis 2026,Silver Age,Enigma,5th,https://fabtcg.com/decklists/josef-mendez-enigma-sunday-showdown-minneapolis/ ,sunday showdown,2daed6598f93ff7b5a876e3be1488c33_JM–E–SSM20265th
United States of America,14 Jun 2026,Nathan Crawford – Briar – Sunday Showdown: Minneapolis 2026,Sunday Showdown: Minneapolis 2026,Silver Age,Briar,5th,https://fabtcg.com/decklists/nathan-crawford-briar-sunday-showdown-minneapolis/ ,sunday showdown,3ab45ea3be43e2a3eb567aaab7508cec_NC–B–SSM20265th
United States of America,14 Jun 2026,AUSTIN BRILL – Oldhim – Sunday Showdown: Minneapolis 2026,Sunday Showdown: Minneapolis 2026,Silver Age,Oldhim,5th,https://fabtcg.com/decklists/austin-brill-oldhim-sunday-showdown-minneapolis/ ,sunday showdown,4e9c6be96b22cd94ce634c0fa413e643_AB–O–SSM20265th
United States of America,14 Jun 2026,"Drew Bosco – Blaze, Firemind – Sunday Showdown: Minneapolis 2026",Sunday Showdown: Minneapolis 2026,Silver Age,"Blaze, Firemind",5th,https://fabtcg.com/decklists/drew-bosco-blaze-firemind-sunday-showdown-minneapolis/ ,sunday showdown,0cb261858c5ae677af3b97723b98abb6_DB–BF–SSM20265th
United States of America,12 Jun 2026,"Colin Eriksen – Gravy Bones, Shipwrecked Looter – US National Championship 2026",US National Championship 2026,Classic Constructed,"Gravy Bones, Shipwrecked Looter",1st,https://fabtcg.com/decklists/colin-eriksen-gravy-bones-shipwrecked-looter-us-national-championship/ ,national,d517a53312502bd0ffb77dd47d3d4daf_CE–GBSL–UNC20261st
United States of America,12 Jun 2026,"Ryan Rich – Victor Goldmane, High and Mighty – US National Championship 2026",US National Championship 2026,Classic Constructed,"Victor Goldmane, High and Mighty",2nd,https://fabtcg.com/decklists/ryan-rich-victor-goldmane-high-and-mighty-us-national-championship/ ,national,0f462711da20f54f693be739bfcc5a86_RR–VGHaM–UNC20262nd
United States of America,12 Jun 2026,Jonathan Magnuson – Zyggy Starlight – US National Championship 2026,US National Championship 2026,Classic Constructed,Zyggy Starlight,3rd,https://fabtcg.com/decklists/jonathan-magnuson-zyggy-starlight-us-national-championship/ ,national,8cccf1f0ab5142a724973c0d879fb18a_JM–ZS–UNC20263rd
United States of America,12 Jun 2026,"Ashlyn Slattery – Fai, Rising Rebellion – US National Championship 2026",US National Championship 2026,Classic Constructed,"Fai, Rising Rebellion",3rd,https://fabtcg.com/decklists/ashlyn-slattery-fai-rising-rebellion-us-national-championship/ ,national,441d96d985c02cc57276c201eec8308d_AS–FRR–UNC20263rd
United States of America,12 Jun 2026,"Aaron Grace – Oscilio, Constella Intelligence – US National Championship 2026",US National Championship 2026,Classic Constructed,"Oscilio, Constella Intelligence",5th,https://fabtcg.com/decklists/aaron-grace-oscilio-constella-intelligence-us-national-championship/ ,national,d69eb2493ed4a0103dfb5e3209948db5_AG–OCI–UNC20265th
United States of America,12 Jun 2026,"Majin Bae – Oscilio, Constella Intelligence – US National Championship 2026",US National Championship 2026,Classic Constructed,"Oscilio, Constella Intelligence",5th,https://fabtcg.com/decklists/majin-bae-oscilio-constella-intelligence-us-national-championship/ ,national,19b74f9969edf727370e2e0bbe4a6efd_MB–OCI–UNC20265th
United States of America,12 Jun 2026,"Matthew Gump – Fai, Rising Rebellion – US National Championship 2026",US National Championship 2026,Classic Constructed,"Fai, Rising Rebellion",5th,https://fabtcg.com/decklists/matthew-gump-fai-rising-rebellion-us-national-championship/ ,national,6030219b8b14ff2017907efb3ad6791d_MG–FRR–UNC20265th
United States of America,12 Jun 2026,"Thomas Battaglia – Gravy Bones, Shipwrecked Looter – US National Championship 2026",US National Championship 2026,Classic Constructed,"Gravy Bones, Shipwrecked Looter",5th,https://fabtcg.com/decklists/thomas-battaglia-gravy-bones-shipwrecked-looter-us-national-championship/ ,national,8a03b562f0cd501d0bd276a352b197c6_TB–GBSL–UNC20265th
United States of America,12 Jun 2026,"Bird Cabrera – Fang, Dracai of Blades – US National Championship 2026",US National Championship,Classic Constructed,"Fang, Dracai of Blades",12th,https://fabtcg.com/decklists/bird-cabrera-fang-dracai-of-blades-us-national-championship/ ,national,8e42f675ef7e8c888c89e2a82064184a_BC–FDoB–UNC202612th
United States of America,12 Jun 2026,"Aurora Kynkor – Marlynn, Treasure Hunter – US National Championship 2026",US National Championship,Classic Constructed,"Marlynn, Treasure Hunter",39th,https://fabtcg.com/decklists/aurora-kynkor-marlynn-treasure-hunter-us-national-championship/ ,national,827339405407ac8b1f70b575ba0e8a1b_AK–MTH–UNC202639th
Canada,11 Jun 2026,"Elly Bird – Fang, Dracai of Blades – Primed to Fight",Primed to Fight,Classic Constructed,"Fang, Dracai of Blades",not informed,https://fabtcg.com/decklists/elly-bird-fang-dracai-of-blades-primed-to-fight/ ,primed to fight,5402823b9524bffeaa85609d4dbe68b4_EB–FDoB–PtFight
Canada,11 Jun 2026,"Elly Bird – Gravy Bones, Shipwrecked Looter – Primed to Fight",Primed to Fight,Classic Constructed,"Gravy Bones, Shipwrecked Looter",not informed,https://fabtcg.com/decklists/elly-bird-gravy-bones-shipwrecked-looter-primed-to-fight/ ,primed to fight,7d9a884bec2b17e4941b0594ef89076e_EB–GBSL–PtFight
United States of America,11 Jun 2026,"Jordan Johnson – Aurora, Legacy of Tempest – US National Championship 2026",US National Championship,Classic Constructed,"Aurora, Legacy of Tempest",30th,https://fabtcg.com/decklists/jordan-johnson-aurora-legacy-of-tempest-us-national-championship/ ,national,e6677d3b01dfcf3f59beaa9db29622d9_JJ–ALoT–UNC202630th
United States of America,11 Jun 2026,"Tommy Buljan – Puffin, Hightail – US National Championship 2026",US National Championship,Classic Constructed,"Puffin, Hightail",32nd,https://fabtcg.com/decklists/tommy-buljan-puffin-hightail-us-national-championship/ ,national,d38de9dc236beb644505cd86d5ed4065_TB–PH–UNC202632nd
Italy,07 Jun 2026,Andrea Mengucci – Briar – Sunday Showdown: Auckland 2026,Sunday Showdown: Auckland 2026,Silver Age,Briar,1st,https://fabtcg.com/decklists/andrea-mengucci-briar-sunday-showdown-auckland-2026/ ,sunday showdown,0e28d84b85406fb791a7ea19e43e0140_AM–B–SSA20261st
New Zealand,07 Jun 2026,Manuel Solomon – Rhinar – Sunday Showdown: Auckland 2026,Sunday Showdown: Auckland 2026,Silver Age,Rhinar,2nd,https://fabtcg.com/decklists/manuel-solomon-rhinar-sunday-showdown-auckland-2026/ ,sunday showdown,90a5805a3b4b6c575b2be681daa7755e_MS–R–SSA20262nd
New Zealand,07 Jun 2026,Lee Mackley – Oldhim – Sunday Showdown: Auckland 2026,Sunday Showdown: Auckland 2026,Silver Age,Oldhim,3rd,https://fabtcg.com/decklists/lee-mackley-oldhim-sunday-showdown-auckland-2026/ ,sunday showdown,662010022840291e0b82177315d4e9d6_LM–O–SSA20263rd
New Zealand,07 Jun 2026,Karl Eagle – Dromai – Sunday Showdown: Auckland 2026,Sunday Showdown: Auckland 2026,Silver Age,Dromai,3rd,https://fabtcg.com/decklists/karl-eagle-dromai-sunday-showdown-auckland-2026/ ,sunday showdown,e8b828dc0935d90c5457722ba515c19c_KE–D–SSA20263rd
New Zealand,07 Jun 2026,"Dan Griffin – Bravo, Flattering Showman – Sunday Showdown: Auckland 2026",Sunday Showdown: Auckland 2026,Silver Age,"Bravo, Flattering Showman",5th,https://fabtcg.com/decklists/dan-griffin-bravo-flattering-showman-sunday-showdown-auckland-2026/ ,sunday showdown,bc932a932c9f2a1e59c5d79009375ff6_DG–BFS–SSA20265th
New Zealand,07 Jun 2026,"Kieran Carnegie – Blaze, Firemind – Sunday Showdown: Auckland 2026",Sunday Showdown: Auckland 2026,Silver Age,"Blaze, Firemind",5th,https://fabtcg.com/decklists/kieran-carnegie-blaze-firemind-sunday-showdown-auckland-2026/ ,sunday showdown,ec04aa35087faac278740dafa333aa90_KC–BF–SSA20265th
New Zealand,07 Jun 2026,Jess Arnesen – Fai – Sunday Showdown: Auckland 2026,Sunday Showdown: Auckland 2026,Silver Age,Fai,5th,https://fabtcg.com/decklists/jess-arnesen-fai-sunday-showdown-auckland-2026/ ,sunday showdown,5c0c1062fba2fa0dfe1d144f89c23410_JA–F–SSA20265th
New Zealand,07 Jun 2026,Rob Davenport – Briar – Sunday Showdown: Auckland 2026,Sunday Showdown: Auckland 2026,Silver Age,Briar,5th,https://fabtcg.com/decklists/rob-davenport-briar-sunday-showdown-auckland-2026/ ,sunday showdown,410ccf764d7d1abe7cbd0d51d3d36005_RD–B–SSA20265th
New Zealand,06 Jun 2026,Patrick Darge – Oscilio – Sunday Showdown: Auckland 2026,Sunday Showdown: Auckland 2026,Silver Age,Oscilio,13th,https://fabtcg.com/decklists/patrick-darge-oscilio-sunday-showdown-auckland-2026/ ,sunday showdown,94cdf3091fb2af8962b2fb9ed897d4ce_PD–O–SSA202613th
Canada,04 Jun 2026,Michael Jaszczur – Zyggy Starlight – Zero to Eighty,Zero to Eighty,Classic Constructed,Zyggy Starlight,not informed,https://fabtcg.com/decklists/michael-jaszczur-zyggy-starlight/ ,zero to eighty,946a7e1e503de97650ffabcf5efd7809_MJ–ZS–ZtEighty
Canada,03 Jun 2026,"Yuki Lee Bender – Oscilio, Forked Continuum – Zero to Eighty",Zero to Eighty,Classic Constructed,"Oscilio, Forked Continuum",not informed,https://fabtcg.com/decklists/yuki-lee-bender-oscilio-forked-continuum-zero-to-eighty/ ,zero to eighty,86934ccb607e94e1b6fd35e522f0d35a_YLB–OFC–ZtEighty
Spain,02 Jun 2026,"Pablo Pintor – Aurora, Legacy of Tempest – Zero to Eighty",Zero to Eighty,Classic Constructed,"Aurora, Legacy of Tempest",not informed,https://fabtcg.com/decklists/pablo-pintor-aurora-legacy-of-tempest-zero-to-eighty/ ,zero to eighty,316aee99a947fb05ae7ffe3162fc289f_PP–ALoT–ZtEighty
Germany,24 May 2026,Luis Toeffels – Oldhim – Sunday Showdown: Prague,Sunday Showdown: Prague,Silver Age,Oldhim,1st,https://fabtcg.com/decklists/luis-toeffels-oldhim-showdown-prague/ ,sunday showdown,74c4e9223b4149e1e821115e612277ae_LT–O–SSPrague1st
Germany,24 May 2026,"Finn Labe – Ira, Crimson Haze – Sunday Showdown: Prague",Sunday Showdown: Prague,Silver Age,"Ira, Crimson Haze",2nd,https://fabtcg.com/decklists/finn-labe-ira-crimson-haze-showdown-prague/ ,sunday showdown,11e3b8dda89d643811d9795a96059682_FL–ICH–SSPrague2nd
Lebanon,24 May 2026,"Roy Sammour – Ira, Crimson Haze – Sunday Showdown: Prague",Sunday Showdown: Prague,Silver Age,"Ira, Crimson Haze",3rd,https://fabtcg.com/decklists/roy-sammour-ira-crimson-haze-showdown-prague/ ,sunday showdown,6e05714fa4c273c41df5c39bcdfaa88c_RS–ICH–SSPrague3rd
Germany,24 May 2026,"Jeremy Miller – Ira, Crimson Haze – Sunday Showdown: Prague",Sunday Showdown: Prague,Silver Age,"Ira, Crimson Haze",3rd,https://fabtcg.com/decklists/jeremy-miller-ira-crimson-haze-showdown-prague/ ,sunday showdown,351870b9cfad28d5561476fc72072d54_JM–ICH–SSPrague3rd
Germany,24 May 2026,"Nikolai Goldmann – Ira, Crimson Haze – Sunday Showdown: Prague",Sunday Showdown: Prague,Silver Age,"Ira, Crimson Haze",5th,https://fabtcg.com/decklists/nikolai-goldmann-ira-crimson-haze-showdown-prague/ ,sunday showdown,a14de00c083734f98ac76d5536370f03_NG–ICH–SSPrague5th
Sweden,24 May 2026,Stefan Karlsson – Olympia – Sunday Showdown: Prague,Sunday Showdown: Prague,Silver Age,Olympia,5th,https://fabtcg.com/decklists/stefan-karlsson-olympia-showdown-prague/ ,sunday showdown,f49314772874e4d235e5559574b4d3e4_SK–O–SSPrague5th
Italy,24 May 2026,Raffaele Verdiani – Iyslander – Sunday Showdown: Prague,Sunday Showdown: Prague,Silver Age,Iyslander,5th,https://fabtcg.com/decklists/raffaele-verdiani-iyslander-showdown-prague/ ,sunday showdown,dd49e2f0a7d6db4f198f50219358440b_RV–I–SSPrague5th
